generation,data_source,train_seconds,best_test_neg_elbo,test_recon,test_kl,fid,active_units,feature_variance,real_feature_variance,mean_pairwise_feat_dist,real_mean_pairwise_feat_dist,class_entropy,real_class_entropy,class_kl,pixel_std_mean,real_pixel_std_mean,pixel_mean_l1
10,runs/experiment2\gen9\synthetic_data.npz,181.0,-78.03574069213867,4.491088150024414,20.210497116088867,136.08456420898438,64,3.0646774348377015,85.76473594331344,2.387784242630005,12.631623268127441,0.31609421068592203,2.288500974513306,1.919113695386329,0.04301027953624725,0.2108895480632782,0.029970752075314522
11,runs/experiment2\gen10\synthetic_data.npz,178.6,-80.43573480224609,5.329271133422852,20.189967193603515,133.49168395996094,64,3.0526210152135542,85.76473594331344,2.381633758544922,12.631623268127441,0.328230880179582,2.288500974513306,1.9064968753437461,0.0428655669093132,0.2108895480632782,0.030067160725593567
12,runs/experiment2\gen11\synthetic_data.npz,178.3,-81.18706187438964,7.45486100769043,17.154643569946288,136.3582763671875,64,2.298163217107042,85.76473594331344,2.0574276447296143,12.631623268127441,0.257902978565766,2.288500974513306,1.9781551391350158,0.03543011471629143,0.2108895480632782,0.029350576922297478
13,runs/experiment2\gen12\synthetic_data.npz,177.9,-80.8912380065918,11.128260383605957,18.18250859069824,143.2704315185547,64,1.8690157811435113,85.76473594331344,1.8632358312606812,12.631623268127441,0.08612188724956485,2.288500974513306,2.152632390537367,0.034312911331653595,0.2108895480632782,0.036934882402420044
14,runs/experiment2\gen13\synthetic_data.npz,177.8,-75.42041619873048,21.58247822189331,17.697437713623046,143.46234130859375,64,2.190631567318875,85.76473594331344,2.019941568374634,12.631623268127441,0.05369113470613461,2.288500974513306,2.185440797226889,0.03902086988091469,0.2108895480632782,0.04052023962140083
15,runs/experiment2\gen14\synthetic_data.npz,178.0,-70.74494541931152,25.607740283966063,22.247799774169923,146.06597900390625,64,2.0686250937195876,85.76473594331344,1.9588056802749634,12.631623268127441,0.048989129911274944,2.288500974513306,2.1901931559078944,0.03810201585292816,0.2108895480632782,0.04508494958281517
16,runs/experiment2\gen15\synthetic_data.npz,177.8,-68.6427501449585,33.88028847503662,21.445518432617188,144.5415496826172,64,2.4690444721355296,85.76473594331344,2.131007432937622,12.631623268127441,0.011252309914436816,2.288500974513306,2.2282824531077523,0.04091068357229233,0.2108895480632782,0.051586274057626724
17,runs/experiment2\gen16\synthetic_data.npz,177.8,-59.02325546264648,46.81849911499023,19.81073718261719,142.7064208984375,64,3.0278921959636995,85.76473594331344,2.359142780303955,12.631623268127441,2.486791900433569e-10,2.288500974513306,2.239610293604917,0.04263368993997574,0.2108895480632782,0.055666953325271606
18,runs/experiment2\gen17\synthetic_data.npz,177.8,-56.83273840332032,60.374846466064454,19.99133755493164,134.7721405029297,64,3.8522202751287713,85.76473594331344,2.6297521591186523,12.631623268127441,0.03147906616821492,2.288500974513306,2.2078794582524646,0.04759532958269119,0.2108895480632782,0.05480062589049339
19,runs/experiment2\gen18\synthetic_data.npz,177.7,-50.34028192138671,43.86366632080078,22.837113403320313,134.41058349609375,64,4.394003703703442,85.76473594331344,2.836848258972168,12.631623268127441,0.16742810345557416,2.288500974513306,2.070371239122636,0.048700470477342606,0.2108895480632782,0.05607656389474869
20,runs/experiment2\gen19\synthetic_data.npz,177.9,-48.54567491149903,53.15556069946289,23.131300018310547,141.41455078125,64,4.939824468197125,85.76473594331344,2.9826228618621826,12.631623268127441,0.23618589520989816,2.288500974513306,2.0006333352190135,0.04669623449444771,0.2108895480632782,0.06143675372004509
21,runs/experiment2\gen20\synthetic_data.npz,177.8,-49.65419599914551,96.50116235351562,18.21721563720703,140.91119384765625,64,4.063397509666778,85.76473594331344,2.701681137084961,12.631623268127441,0.3249149114131183,2.288500974513306,1.9097332974755856,0.03939685970544815,0.2108895480632782,0.05725253373384476
22,runs/experiment2\gen21\synthetic_data.npz,177.7,-53.59922561645507,81.50418215942383,23.88447590637207,144.94039916992188,64,3.2831089478544366,85.76473594331344,2.400737762451172,12.631623268127441,0.1800880839183162,2.288500974513306,2.05735476565147,0.03368310630321503,0.2108895480632782,0.05377354100346565
23,runs/experiment2\gen22\synthetic_data.npz,177.5,-50.972497344970705,64.61801669311524,18.7737596282959,144.41001892089844,64,3.3715238886239876,85.76473594331344,2.4059031009674072,12.631623268127441,0.007907255333280256,2.288500974513306,2.23195838520963,0.03283192217350006,0.2108895480632782,0.05723023787140846
24,runs/experiment2\gen23\synthetic_data.npz,177.7,-49.54944284057618,84.06448092651367,19.084154510498045,145.70379638671875,64,2.891209781483399,85.76473594331344,2.2296082973480225,12.631623268127441,2.486791900433569e-10,2.288500974513306,2.239610293604917,0.031105050817131996,0.2108895480632782,0.057862136512994766
25,runs/experiment2\gen24\synthetic_data.npz,177.8,-42.21735021972656,103.09031927490234,24.36576791381836,144.96726989746094,64,2.8778703114266775,85.76473594331344,2.150862455368042,12.631623268127441,2.486791900433569e-10,2.288500974513306,2.239610293604917,0.03345121070742607,0.2108895480632782,0.05710970610380173
26,runs/experiment2\gen25\synthetic_data.npz,177.6,-44.9941590423584,76.56037179565429,24.880153717041015,147.48207092285156,64,3.9343015646289525,85.76473594331344,2.388080596923828,12.631623268127441,2.486791900433569e-10,2.288500974513306,2.239610293604917,0.033662546426057816,0.2108895480632782,0.05925138294696808
27,runs/experiment2\gen26\synthetic_data.npz,177.6,-50.402152511596675,90.57947607421875,17.24337969970703,145.3784942626953,64,4.733432060586483,85.76473594331344,2.4631123542785645,12.631623268127441,2.486791900433569e-10,2.288500974513306,2.239610293604917,0.033633261919021606,0.2108895480632782,0.06003473326563835
28,runs/experiment2\gen27\synthetic_data.npz,177.5,-46.73824506378174,97.46360595703125,13.456350967407227,146.7879180908203,64,4.594335425744075,85.76473594331344,2.389451026916504,12.631623268127441,0.014427215083224284,2.288500974513306,2.2253190534500344,0.031334247440099716,0.2108895480632782,0.06512095779180527
29,runs/experiment2\gen28\synthetic_data.npz,177.5,-34.178336181640624,96.4283341064453,24.798238204956053,146.1957244873047,64,4.558222892880602,85.76473594331344,2.241088628768921,12.631623268127441,0.041708358762941655,2.288500974513306,2.1983778464752417,0.030661623924970627,0.2108895480632782,0.06239138916134834
30,runs/experiment2\gen29\synthetic_data.npz,177.6,-38.71263568878174,81.70483413696289,21.351221328735353,149.80316162109375,64,4.6130085689055775,85.76473594331344,2.2605109214782715,12.631623268127441,0.026077833204445823,2.288500974513306,2.2138044100107828,0.03137340769171715,0.2108895480632782,0.06916319578886032
31,runs/experiment2\gen30\synthetic_data.npz,177.6,-27.855500831604004,177.33102648925782,26.23587045288086,150.92005920410156,64,4.334264062927851,85.76473594331344,2.154799461364746,12.631623268127441,0.028724086129446727,2.288500974513306,2.2114391961095223,0.030195659026503563,0.2108895480632782,0.06874686479568481
32,runs/experiment2\gen31\synthetic_data.npz,177.5,-36.11641455078126,111.11378430175782,24.124428924560547,141.48716735839844,64,9.38521436447363,85.76473594331344,3.0169382095336914,12.631623268127441,0.31977092158214127,2.288500974513306,1.9315299937898516,0.03466065227985382,0.2108895480632782,0.0717071145772934
33,runs/experiment2\gen32\synthetic_data.npz,177.5,-36.736065643310546,102.38641827392578,24.98621650695801,141.7544708251953,64,9.025723548310902,85.76473594331344,2.9082272052764893,12.631623268127441,0.2156559106835994,2.288500974513306,2.028597278329223,0.03411639481782913,0.2108895480632782,0.06560884416103363
34,runs/experiment2\gen33\synthetic_data.npz,177.5,-44.42156558227539,99.25662481689453,24.883042678833007,136.7233123779297,64,11.919988160736665,85.76473594331344,3.2323737144470215,12.631623268127441,0.25621798957519576,2.288500974513306,1.9882194054860236,0.03901873156428337,0.2108895480632782,0.06244700774550438
35,runs/experiment2\gen34\synthetic_data.npz,177.6,-21.510570587158206,140.63474005126952,18.33899429321289,135.2247314453125,64,7.297620276432322,85.76473594331344,3.071861982345581,12.631623268127441,0.11814551289483383,2.288500974513306,2.123743933529417,0.03554772958159447,0.2108895480632782,0.060202278196811676
36,runs/experiment2\gen35\synthetic_data.npz,177.6,-28.8089850769043,103.31756634521484,22.118826751708983,131.5349884033203,64,9.230488356283754,85.76473594331344,3.283498525619507,12.631623268127441,0.24627937270768546,2.288500974513306,1.999820929152719,0.03747335076332092,0.2108895480632782,0.05877315253019333
37,runs/experiment2\gen36\synthetic_data.npz,177.6,-46.15932456970214,105.66820843505859,18.126139892578124,125.88895416259766,64,13.990211724166498,85.76473594331344,3.936452627182007,12.631623268127441,0.0921425241968658,2.288500974513306,2.1487255354626447,0.03789711371064186,0.2108895480632782,0.054370880126953125
38,runs/experiment2\gen37\synthetic_data.npz,177.5,78.09952673006057,181.9707822265625,49.164768188476565,114.08861541748047,64,19.216316049785437,85.76473594331344,4.7092742919921875,12.631623268127441,0.4009426705526612,2.288500974513306,1.8356752727120433,0.05644100159406662,0.2108895480632782,0.05478134751319885
39,runs/experiment2\gen38\synthetic_data.npz,177.8,27.97662152099609,222.1828048095703,37.30364910888672,101.33926391601562,64,28.72140910514871,85.76473594331344,5.93039083480835,12.631623268127441,0.747455659065569,2.288500974513306,1.4889803187774013,0.06737932562828064,0.2108895480632782,0.0616232231259346
40,runs/experiment2\gen39\synthetic_data.npz,177.6,59.07926411437988,344.36485375976565,21.168787948608397,97.34393310546875,64,15.417226064599664,85.76473594331344,4.793149471282959,12.631623268127441,0.5337221527872769,2.288500974513306,1.690908210105436,0.055261630564928055,0.2108895480632782,0.06296055018901825
41,runs/experiment2\gen40\synthetic_data.npz,177.5,-31.501599609375003,125.47945581054688,15.79324885559082,93.98819732666016,64,6.5620462833545075,85.76473594331344,3.262517213821411,12.631623268127441,0.12278960625504537,2.288500974513306,2.116407821572137,0.05121782794594765,0.2108895480632782,0.06427107006311417
42,runs/experiment2\gen41\synthetic_data.npz,177.5,-0.6837851257324203,161.54977014160156,30.70234164428711,92.7468032836914,64,5.299466136606172,85.76473594331344,2.7230234146118164,12.631623268127441,0.3311447327234818,2.288500974513306,1.9046642925381982,0.05536902695894241,0.2108895480632782,0.06626412272453308
43,runs/experiment2\gen42\synthetic_data.npz,177.6,-29.91567039489746,108.35264776611328,23.153972091674806,85.1048812866211,64,11.315067921855846,85.76473594331344,3.6430485248565674,12.631623268127441,0.6746693806532069,2.288500974513306,1.5649663043309954,0.05705992132425308,0.2108895480632782,0.06789533793926239
44,runs/experiment2\gen43\synthetic_data.npz,177.8,51.69024007797241,310.9068491210937,46.34554537963867,89.64481353759766,64,14.872844626065458,85.76473594331344,4.33239221572876,12.631623268127441,1.0552806716128786,2.288500974513306,1.2256870778080429,0.07006004452705383,0.2108895480632782,0.06567872315645218
45,runs/experiment2\gen44\synthetic_data.npz,177.8,-18.662594985961917,129.38270678710938,18.674662872314453,81.5464096069336,64,14.643017121238543,85.76473594331344,4.625479698181152,12.631623268127441,1.4133481750726007,2.288500974513306,0.8537634459202171,0.07969246804714203,0.2108895480632782,0.06697141379117966
46,runs/experiment2\gen45\synthetic_data.npz,177.5,-27.537107345581052,131.5320814819336,17.661876251220704,84.07958984375,64,9.988626011023687,85.76473594331344,3.925351142883301,12.631623268127441,1.1860720577350645,2.288500974513306,1.0484680180048984,0.07426882535219193,0.2108895480632782,0.06502590328454971
47,runs/experiment2\gen46\synthetic_data.npz,177.4,-32.495834106445315,127.71505242919922,13.997866439819337,78.92161560058594,64,13.271567003631468,85.76473594331344,4.255321025848389,12.631623268127441,1.0689561779513994,2.288500974513306,1.1683765707282505,0.07741030305624008,0.2108895480632782,0.06468489021062851
48,runs/experiment2\gen47\synthetic_data.npz,177.4,-43.504814453125,99.55576556396484,18.854515777587892,72.6078872680664,64,27.322832794787423,85.76473594331344,5.543503761291504,12.631623268127441,1.2519054020546723,2.288500974513306,1.0356118557710297,0.08310889452695847,0.2108895480632782,0.06254114210605621
49,runs/experiment2\gen48\synthetic_data.npz,177.5,-33.82130406188965,59.75703042602539,28.308752258300782,72.63069152832031,64,33.47195734375205,85.76473594331344,6.300017833709717,12.631623268127441,1.1765520674325254,2.288500974513306,1.0962985654937885,0.09112685173749924,0.2108895480632782,0.06504759192466736
